index,English,Indonesian,ParseTree,Complexity,English_normalized,Indonesian_normalized
1273,Which house did you live in?,Rumah mana yang kamu tinggali?,(SBARQ (WHNP (WDT Which) (NN house)) (SQ (VBD did) (NP (PRP you)) (VP (VB live) (PP (IN in)))) (. ?)),simple,which house did you live in ?,rumah mana yang kamu tinggali ?
607,Listen to who's talking.,Dengarkanlah orang yang sedang berbicara.,(S (VP (VB Listen) (PP (IN to) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG talking))))))) (. .)),complex,listen to who s talking .,dengarkanlah orang yang sedang berbicara .
1712,My opinions are similar to his.,Pendapatku mirip dengannya.,(S (NP (PRP$ My) (NNS opinions)) (VP (VBP are) (ADJP (JJ similar) (PP (IN to) (NP (PRP$ his))))) (. .)),simple,my opinions are similar to his .,pendapatku mirip dengannya .
2199,I met an old man near the station.,Aku bertemu dengan seorang lelaki tua di dekat stasiun.,(S (NP (PRP I)) (VP (VBD met) (NP (DT an) (JJ old) (NN man)) (PP (IN near) (NP (DT the) (NN station)))) (. .)),simple,i met an old man near the station .,aku bertemu dengan seorang lelaki tua di dekat stasiun .
955,We had a chat for a while.,Kami berbincang sebentar.,(S (NP (PRP We)) (VP (VBD had) (NP (DT a) (NN chat)) (PP (IN for) (NP (DT a) (NN while)))) (. .)),simple,we had a chat for a while .,kami berbincang sebentar .
3217,You must be tired after such a long trip.,Kamu pasti lelah setelah perjalanan jauh.,(S (NP (PRP You)) (VP (MD must) (VP (VB be) (ADJP (JJ tired)) (PP (IN after) (NP (PDT such) (DT a) (JJ long) (NN trip))))) (. .)),simple,you must be tired after such a long trip .,kamu pasti lelah setelah perjalanan jauh .
2505,How shall we deal with this problem?,Bagaimana kita mengatasi permasalahan ini?,(SBARQ (WHADVP (WRB How)) (SQ (MD shall) (NP (PRP we)) (VP (VB deal) (PP (IN with) (NP (DT this) (NN problem))))) (. ?)),simple,how shall we deal with this problem ?,bagaimana kita mengatasi permasalahan ini ?
403,Thanks for helping me.,Terima kasih sudah membantu saya.,(NP (NP (NNS Thanks)) (PP (IN for) (S (VP (VBG helping) (NP (PRP me))))) (. .)),simple,thanks for helping me .,terima kasih sudah membantu saya .
2071,Not all of the staff was present.,Tidak semua pegawai datang hadir.,(S (NP (NP (RB Not) (DT all)) (PP (IN of) (NP (DT the) (NN staff)))) (VP (VBD was) (ADJP (JJ present))) (. .)),simple,not all of the staff was present .,tidak semua pegawai datang hadir .
3794,There are a lot of famous old buildings in Kyoto.,Ada banyak bangunan tua yang terkenal di Kyoto.,(S (NP (EX There)) (VP (VBP are) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ famous) (JJ old) (NNS buildings)))) (PP (IN in) (NP (NNP Kyoto)))) (. .)),simple,there are a lot of famous old buildings in kyoto .,ada banyak bangunan tua yang terkenal di kyoto .
1977,What are you punishing them for?,Untuk apa kau menghukum mereka?,(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (PRP you)) (VP (VBG punishing) (NP (PRP them)) (PP (IN for)))) (. ?)),simple,what are you punishing them for ?,untuk apa kau menghukum mereka ?
158,I'm at Tom's house.,Aku di rumah Tom.,(S (NP (PRP I)) (VP (VBP 'm) (PP (IN at) (NP (NP (NNP Tom) (POS 's)) (NN house)))) (. .)),simple,i m at tom s house .,aku di rumah tom .
1748,There's nothing in this drawer.,Di dalam laci ini tidak ada apa-apa.,(S (NP (EX There)) (VP (VBZ 's) (NP (NN nothing)) (PP (IN in) (NP (DT this) (NN drawer)))) (. .)),simple,there s nothing in this drawer .,di dalam laci ini tidak ada apa apa .
3528,I'm older than any other student in my class.,Aku murid paling tua di kelas.,(S (NP (PRP I)) (VP (VBP 'm) (ADJP (ADJP (JJR older)) (PP (IN than) (NP (NP (DT any) (JJ other) (NN student)) (PP (IN in) (NP (PRP$ my) (NN class))))))) (. .)),simple,i m older than any other student in my class .,aku murid paling tua di kelas .
902,It depends on the context.,Itu tergantung pada konteks.,(S (NP (PRP It)) (VP (VBZ depends) (PP (IN on) (NP (DT the) (NN context)))) (. .)),simple,it depends on the context .,itu tergantung pada konteks .
352,I go to bed about ten.,Aku pergi tidur sekitar jam 10.,(S (NP (PRP I)) (VP (VBP go) (PP (IN to) (NP (NN bed))) (NP (RB about) (CD ten))) (. .)),simple,i go to bed about ten .,aku pergi tidur sekitar jam .
1230,Tom got home after midnight.,Tom sampai di rumah lewat tengah malam.,(S (NP (NNP Tom)) (VP (VBD got) (ADVP (RB home)) (PP (IN after) (NP (NN midnight)))) (. .)),simple,tom got home after midnight .,tom sampai di rumah lewat tengah malam .
3941,Our plane landed in Boston just before the storm hit.,Pesawat kami mendarat di Boston tepat sebelum badai menghantam.,(S (NP (PRP$ Our) (NN plane)) (VP (VBD landed) (PP (IN in) (NP (NNP Boston))) (SBAR (ADVP (RB just)) (IN before) (S (NP (DT the) (NN storm)) (VP (VBD hit))))) (. .)),complex,our plane landed in boston just before the storm hit .,pesawat kami mendarat di boston tepat sebelum badai menghantam .
2140,What's it we're waiting for here?,Untuk apa kita menunggu di sini?,(SBARQ (WHNP (WP What)) (SQ (VBZ 's) (NP (PRP it)) (SBAR (S (NP (PRP we)) (VP (VBP 're) (VP (VBG waiting) (PP (IN for)) (ADVP (RB here))))))) (. ?)),complex,what s it we re waiting for here ?,untuk apa kita menunggu di sini ?
444,Don't sit on the steps.,Jangan duduk di tangga.,(S (VP (VBP Do) (RB n't) (VP (VB sit) (PP (IN on) (NP (DT the) (NNS steps))))) (. .)),simple,don t sit on the steps .,jangan duduk di tangga .
4250,Anything you could do in support of their effort would be very much appreciated.,Kami sangat mengharapkan bantuan Anda dalam mendukung upaya mereka.,(S (NP (NP (NN Anything)) (SBAR (S (NP (PRP you)) (VP (MD could) (VP (VB do) (PP (IN in) (NP (NP (NN support)) (PP (IN of) (NP (PRP$ their) (NN effort)))))))))) (VP (MD would) (VP (VB be) (ADJP (ADVP (RB very) (RB much)) (VP (VBN appreciated))))) (. .)),complex,anything you could do in support of their effort would be very much appreciated .,kami sangat mengharapkan bantuan anda dalam mendukung upaya mereka .
754,I'm not afraid of ghosts.,Aku tidak takut dengan hantu.,(S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (JJ afraid) (PP (IN of) (NP (NNS ghosts))))) (. .)),simple,i m not afraid of ghosts .,aku tidak takut dengan hantu .
1737,The main crop of Japan is rice.,Produk pertanian utama Jepang adalah beras.,(S (NP (NP (DT The) (JJ main) (NN crop)) (PP (IN of) (NP (NNP Japan)))) (VP (VBZ is) (NP (NN rice))) (. .)),simple,the main crop of japan is rice .,produk pertanian utama jepang adalah beras .
4280,A majority of Japanese workers plan to take more than three consecutive days of summer vacation.,Mayoritas pekerja Jepang berencana untuk mengambil libur musim panas lebih dari tiga hari berturut-turut.,(S (NP (NP (DT A) (NN majority)) (PP (IN of) (NP (JJ Japanese) (NNS workers)))) (VP (VBP plan) (S (VP (TO to) (VP (VB take) (NP (NP (QP (JJR more) (IN than) (CD three)) (JJ consecutive) (NNS days)) (PP (IN of) (NP (NN summer) (NN vacation)))))))) (. .)),simple,a majority of japanese workers plan to take more than three consecutive days of summer vacation .,mayoritas pekerja jepang berencana untuk mengambil libur musim panas lebih dari tiga hari berturut turut .
311,"Wait in line, please.",Tolong antre.,"(S (VP (VB Wait) (PP (IN in) (NP (NN line))) (, ,) (ADVP (RB please))) (. .))",simple,wait in line please .,tolong antre .
548,Can we go to the circus?,Bisakah kita pergi ke sirkus?,(SQ (MD Can) (NP (PRP we)) (VP (VB go) (PP (IN to) (NP (DT the) (NN circus)))) (. ?)),simple,can we go to the circus ?,bisakah kita pergi ke sirkus ?
2992,What prevented you from coming earlier?,Apa yang menghalangimu untuk datang lebih awal?,(SBARQ (WHNP (WP What)) (S (VP (VBD prevented) (NP (PRP you)) (PP (IN from) (S (VP (VBG coming) (ADVP (RBR earlier))))))) (. ?)),simple,what prevented you from coming earlier ?,apa yang menghalangimu untuk datang lebih awal ?
3764,Here is a list of things you should avoid eating.,Ini adalah daftar makanan yang harus kamu hindari.,(SINV (ADVP (RB Here)) (VP (VBZ is)) (NP (NP (DT a) (NN list)) (PP (IN of) (NP (NP (NNS things)) (SBAR (S (NP (PRP you)) (VP (MD should) (VP (VB avoid) (S (VP (VBG eating)))))))))) (. .)),complex,here is a list of things you should avoid eating .,ini adalah daftar makanan yang harus kamu hindari .
306,Tom slept in his car.,Tom tidur di dalam mobilnya.,(S (NP (NNP Tom)) (VP (VBD slept) (PP (IN in) (NP (PRP$ his) (NN car)))) (. .)),simple,tom slept in his car .,tom tidur di dalam mobilnya .
2335,He is tired of watching television.,Dia lelah menonton televisi.,(S (NP (PRP He)) (VP (VBZ is) (ADJP (JJ tired) (PP (IN of) (S (VP (VBG watching) (NP (NN television))))))) (. .)),simple,he is tired of watching television .,dia lelah menonton televisi .
694,Are you off duty tonight?,Apa kau tidak bertugas malam ini?,(SQ (VBP Are) (NP (PRP you)) (PP (IN off) (NP (NN duty))) (NP (NN tonight)) (. ?)),simple,are you off duty tonight ?,apa kau tidak bertugas malam ini ?
2356,I go to bed at around ten at night.,Aku tidur sekitar jam sepuluh malam.,(S (NP (PRP I)) (VP (VBP go) (PP (IN to) (NP (NN bed))) (PP (IN at) (NP (RB around) (CD ten))) (PP (IN at) (NP (NN night)))) (. .)),simple,i go to bed at around ten at night .,aku tidur sekitar jam sepuluh malam .
1927,This is a hazard to your health.,Ini membahayakan kesehatan Anda.,(S (NP (DT This)) (VP (VBZ is) (NP (NP (DT a) (NN hazard)) (PP (IN to) (NP (PRP$ your) (NN health))))) (. .)),simple,this is a hazard to your health .,ini membahayakan kesehatan anda .
3470,The station is a ten minute drive from here.,Stasiunnya berjarak 10 menit dari sini dengan kendaraan.,(S (NP (DT The) (NN station)) (VP (VBZ is) (NP (NP (DT a) (NML (CD ten) (NN minute)) (NN drive)) (PP (IN from) (ADVP (RB here))))) (. .)),simple,the station is a ten minute drive from here .,stasiunnya berjarak menit dari sini dengan kendaraan .
749,I'll be at home tomorrow.,Aku ada di rumah besok.,(S (NP (PRP I)) (VP (MD 'll) (VP (VB be) (PP (IN at) (NP (NN home))) (NP (NN tomorrow)))) (. .)),simple,i ll be at home tomorrow .,aku ada di rumah besok .
2406,The price of gold fluctuates daily.,Harga dari emas berubah-ubah setiap harinya.,(S (NP (NP (DT The) (NN price)) (PP (IN of) (NP (NN gold)))) (VP (VBZ fluctuates) (ADVP (RB daily))) (. .)),simple,the price of gold fluctuates daily .,harga dari emas berubah ubah setiap harinya .
1266,What do you do for a living?,Apa pekerjaanmu?,(SBARQ (WHNP (WP What)) (SQ (VBP do) (NP (PRP you)) (VP (VB do) (PP (IN for) (NP (DT a) (NN living))))) (. ?)),simple,what do you do for a living ?,apa pekerjaanmu ?
3224,All the students in my class are friendly.,Semua siswa di kelasku sangat bersahabat.,(S (NP (NP (PDT All) (DT the) (NNS students)) (PP (IN in) (NP (PRP$ my) (NN class)))) (VP (VBP are) (ADJP (JJ friendly))) (. .)),simple,all the students in my class are friendly .,semua siswa di kelasku sangat bersahabat .
3150,I'm pretty impressed with Tom's progress.,Aku sangat terkesan dengan perkembangan Tom.,(S (NP (PRP I)) (VP (VBP 'm) (ADJP (RB pretty) (VBN impressed) (PP (IN with) (NP (NP (NNP Tom) (POS 's)) (NN progress))))) (. .)),simple,i m pretty impressed with tom s progress .,aku sangat terkesan dengan perkembangan tom .
2944,The dog has a very keen sense of smell.,Anjing memiliki daya penciuman yang sangat tajam.,(S (NP (DT The) (NN dog)) (VP (VBZ has) (NP (NP (DT a) (ADJP (RB very) (JJ keen)) (NN sense)) (PP (IN of) (NP (NN smell))))) (. .)),simple,the dog has a very keen sense of smell .,anjing memiliki daya penciuman yang sangat tajam .
970,What's that on your shirt?,Apa yang ada di bajumu itu?,(SBARQ (WHNP (WP What)) (SQ (VBZ 's) (NP (DT that)) (PP (IN on) (NP (PRP$ your) (NN shirt)))) (. ?)),simple,what s that on your shirt ?,apa yang ada di bajumu itu ?
13,Stay at home.,Tinggallah di rumah!,(S (VP (VB Stay) (PP (IN at) (NP (NN home)))) (. .)),simple,stay at home .,tinggallah di rumah !
873,I like speaking in French.,Aku senang berbicara dalam bahasa Prancis.,(S (NP (PRP I)) (VP (VBP like) (S (VP (VBG speaking) (PP (IN in) (NP (NNP French)))))) (. .)),simple,i like speaking in french .,aku senang berbicara dalam bahasa prancis .
808,Tom was murdered by Mary.,Tom dibunuh Mary.,(S (NP (NNP Tom)) (VP (VBD was) (VP (VBN murdered) (PP (IN by) (NP (NNP Mary))))) (. .)),simple,tom was murdered by mary .,tom dibunuh mary .
514,Tom is a buddy of mine.,Tom adalah seorang kawanku.,(S (NP (NNP Tom)) (VP (VBZ is) (NP (NP (DT a) (NN buddy)) (PP (IN of) (NP (PRP mine))))) (. .)),simple,tom is a buddy of mine .,tom adalah seorang kawanku .
3615,The drug smuggler was arrested at the airport.,Penyelundup narkoba itu ditangkap di bandara.,(S (NP (DT The) (NN drug) (NN smuggler)) (VP (VBD was) (VP (VBN arrested) (PP (IN at) (NP (DT the) (NN airport))))) (. .)),simple,the drug smuggler was arrested at the airport .,penyelundup narkoba itu ditangkap di bandara .
409,Tom is in good health.,Tom dalam keadaan sehat.,(S (NP (NNP Tom)) (VP (VBZ is) (PP (IN in) (NP (JJ good) (NN health)))) (. .)),simple,tom is in good health .,tom dalam keadaan sehat .
2527,I wanted to go back to your village.,Aku ingin kembali ke desamu.,(S (NP (PRP I)) (VP (VBD wanted) (S (VP (TO to) (VP (VB go) (ADVP (RB back)) (PP (IN to) (NP (PRP$ your) (NN village))))))) (. .)),simple,i wanted to go back to your village .,aku ingin kembali ke desamu .
3386,There was a tall tree in front of my house.,Ada pohon tinggi di depan rumahku.,(S (NP (EX There)) (VP (VBD was) (NP (DT a) (JJ tall) (NN tree)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP$ my) (NN house)))))) (. .)),simple,there was a tall tree in front of my house .,ada pohon tinggi di depan rumahku .
207,I'm going to church.,Aku pergi ke gereja.,(S (NP (PRP I)) (VP (VBP 'm) (VP (VBG going) (PP (IN to) (NP (NN church))))) (. .)),simple,i m going to church .,aku pergi ke gereja .
3652,Did you go anywhere during the summer vacation?,Apakah kalian jalan-jalan selama liburan musim panas?,(SQ (VBD Did) (NP (PRP you)) (VP (VB go) (ADVP (RB anywhere)) (PP (IN during) (NP (DT the) (NN summer) (NN vacation)))) (. ?)),simple,did you go anywhere during the summer vacation ?,apakah kalian jalan jalan selama liburan musim panas ?
458,I prefer rice to bread.,Aku lebih suka nasi daripada roti.,(S (NP (PRP I)) (VP (VBP prefer) (NP (NN rice)) (PP (IN to) (NP (NN bread)))) (. .)),simple,i prefer rice to bread .,aku lebih suka nasi daripada roti .
2578,There is an exception to every rule.,Selalu ada pengecualian dalam peraturan.,(S (NP (EX There)) (VP (VBZ is) (NP (NP (DT an) (NN exception)) (PP (IN to) (NP (DT every) (NN rule))))) (. .)),simple,there is an exception to every rule .,selalu ada pengecualian dalam peraturan .
3595,I'll help you within the limits of my ability.,Aku akan membantumu dalam batas kemampuanku.,(S (NP (PRP I)) (VP (MD 'll) (VP (VB help) (NP (PRP you)) (PP (IN within) (NP (NP (DT the) (NNS limits)) (PP (IN of) (NP (PRP$ my) (NN ability))))))) (. .)),simple,i ll help you within the limits of my ability .,aku akan membantumu dalam batas kemampuanku .
3282,Tom had his reasons for staying in Boston.,Tom mempunyai alasan untuk tinggal di Boston.,(S (NP (NNP Tom)) (VP (VBD had) (NP (NP (PRP$ his) (NNS reasons)) (PP (IN for) (S (VP (VBG staying) (PP (IN in) (NP (NNP Boston)))))))) (. .)),simple,tom had his reasons for staying in boston .,tom mempunyai alasan untuk tinggal di boston .
2778,I don't like his smart way of talking.,Aku tidak suka cara bicaranya yang lancang.,(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (NP (PRP$ his) (JJ smart) (NN way)) (PP (IN of) (NP (VBG talking)))))) (. .)),simple,i don t like his smart way of talking .,aku tidak suka cara bicaranya yang lancang .
2986,Tom waited on the front porch for Mary.,Tom menunggu Mary di beranda depan.,(S (NP (NNP Tom)) (VP (VBD waited) (PP (IN on) (NP (DT the) (JJ front) (NN porch))) (PP (IN for) (NP (NNP Mary)))) (. .)),simple,tom waited on the front porch for mary .,tom menunggu mary di beranda depan .
1883,Is there a knife in the kitchen?,Apakah di dapur ada pisau?,(SQ (VBZ Is) (NP (EX there)) (NP (DT a) (NN knife)) (PP (IN in) (NP (DT the) (NN kitchen))) (. ?)),simple,is there a knife in the kitchen ?,apakah di dapur ada pisau ?
1713,My son believes in Santa Claus.,Anak laki-lakiku percaya akan Santa Claus.,(S (NP (PRP$ My) (NN son)) (VP (VBZ believes) (PP (IN in) (NP (NNP Santa) (NNP Claus)))) (. .)),simple,my son believes in santa claus .,anak laki lakiku percaya akan santa claus .
2929,Let's go outside and sit in the garden.,Ayo keluar dan duduk di taman.,(S (VP (VB Let) (S (NP (PRP 's)) (VP (VP (VB go) (ADVP (RB outside))) (CC and) (VP (VB sit) (PP (IN in) (NP (DT the) (NN garden))))))) (. .)),simple,let s go outside and sit in the garden .,ayo keluar dan duduk di taman .
2520,I like to go fishing with my father.,Aku suka pergi memancing dengan ayahku.,(S (NP (PRP I)) (VP (VBP like) (S (VP (TO to) (VP (VB go) (NP (NN fishing)) (PP (IN with) (NP (PRP$ my) (NN father))))))) (. .)),simple,i like to go fishing with my father .,aku suka pergi memancing dengan ayahku .
552,Do you work on Saturday?,Apakah Anda bekerja pada hari Sabtu?,(SQ (VBP Do) (NP (PRP you)) (VP (VB work) (PP (IN on) (NP (NNP Saturday)))) (. ?)),simple,do you work on saturday ?,apakah anda bekerja pada hari sabtu ?
1439,Tom was bitten by mosquitoes.,Tom digigit nyamuk.,(S (NP (NNP Tom)) (VP (VBD was) (VP (VBN bitten) (PP (IN by) (NP (NNS mosquitoes))))) (. .)),simple,tom was bitten by mosquitoes .,tom digigit nyamuk .
2270,Tom didn't talk to Mary all night.,Tom tidak mengajak bicara Mary selama semalaman.,(S (NP (NNP Tom)) (VP (VBD did) (RB n't) (VP (VB talk) (PP (IN to) (NP (NNP Mary))) (NP (DT all) (NN night)))) (. .)),simple,tom didn t talk to mary all night .,tom tidak mengajak bicara mary selama semalaman .
4107,Be sure to look over your paper again before you hand it in.,Pastikan kau mengecek kembali lembaranmu sebelum kau menyerahkannya.,(S (VP (VB Be) (ADJP (JJ sure) (S (VP (TO to) (VP (VB look) (PP (IN over) (NP (PRP$ your) (NN paper))) (ADVP (RB again)) (SBAR (IN before) (S (NP (PRP you)) (VP (VBP hand) (NP (PRP it)) (PRT (RP in)))))))))) (. .)),complex,be sure to look over your paper again before you hand it in .,pastikan kau mengecek kembali lembaranmu sebelum kau menyerahkannya .
1925,They accused me of being a liar.,Mereka menuduh saya sebagai seorang pembohong.,(S (NP (PRP They)) (VP (VBD accused) (NP (PRP me)) (PP (IN of) (S (VP (VBG being) (NP (DT a) (NN liar)))))) (. .)),simple,they accused me of being a liar .,mereka menuduh saya sebagai seorang pembohong .
